Macrotrends Data Download

CME Euro FX Futures #1 (EC1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2018-08-03,1.1614
2018-08-06,1.1591
2018-08-07,1.1628
2018-08-08,1.1652
2018-08-09,1.1573
2018-08-10,1.1429
2018-08-13,1.1423
2018-08-14,1.1366
2018-08-15,1.1373
2018-08-16,1.1390
2018-08-17,1.1468
2018-08-20,1.1490
2018-08-21,1.1595
2018-08-22,1.1610
2018-08-23,1.1556
2018-08-24,1.1644
2018-08-27,1.1696
2018-08-28,1.1728
2018-08-29,1.1748
2018-08-30,1.1727
2018-08-31,1.1675
2018-09-04,1.1674
2018-09-05,1.1717
2018-09-06,1.1716
2018-09-07,1.1654
2018-09-10,1.1685
2018-09-11,1.1672
2018-09-12,1.1718
2018-09-13,1.1776
2018-09-14,1.1716
2018-09-17,1.1768
2018-09-18,1.1749
2018-09-19,1.1755
2018-09-20,1.1855
2018-09-21,1.1826
2018-09-24,1.1836
2018-09-25,1.1844
2018-09-26,1.1837
2018-09-27,1.1731
2018-09-28,1.1682
2018-10-01,1.1645
2018-10-02,1.1613
2018-10-03,1.1584
2018-10-04,1.1579
2018-10-05,1.1589
2018-10-08,1.1552
2018-10-09,1.1560
2018-10-10,1.1587
2018-10-11,1.1653
2018-10-12,1.1622
2018-10-15,1.1641
2018-10-16,1.1634
2018-10-17,1.1561
2018-10-18,1.1517
2018-10-19,1.1561
2018-10-22,1.1517
2018-10-23,1.1517
2018-10-24,1.1436
2018-10-25,1.1408
2018-10-26,1.1455
2018-10-29,1.1435
2018-10-30,1.1385
2018-10-31,1.1356
2018-11-01,1.1447
2018-11-02,1.1423
2018-11-05,1.1456
2018-11-06,1.1449
2018-11-07,1.1491
2018-11-08,1.1388
2018-11-09,1.1367
2018-11-12,1.1271
2018-11-13,1.1298
2018-11-14,1.1367
2018-11-15,1.1377
2018-11-16,1.1438
2018-11-19,1.1479
2018-11-20,1.1391
2018-11-21,1.1411
2018-11-23,1.1355
2018-11-26,1.1347
2018-11-27,1.1331
2018-11-28,1.1430
2018-11-29,1.1460
2018-11-30,1.1398
2018-12-03,1.1451
2018-12-04,1.1449
2018-12-05,1.1446
2018-12-06,1.1475
2018-12-07,1.1524
2018-12-10,1.1453
2018-12-11,1.1426
2018-12-12,1.1464
2018-12-13,1.1459
2018-12-14,1.1396
2018-12-17,1.1442
2018-12-18,1.1446
2018-12-19,1.1464
2018-12-20,1.1558
2018-12-21,1.1452
2018-12-24,1.1493
2018-12-26,1.1433
2018-12-27,1.1527
2018-12-28,1.1516
2018-12-31,1.1523
2019-01-02,1.1414
2019-01-03,1.1461
2019-01-04,1.1467
2019-01-07,1.1547
2019-01-08,1.1508
2019-01-09,1.1610
2019-01-10,1.1562
2019-01-11,1.1527
2019-01-14,1.1527
2019-01-15,1.1461
2019-01-16,1.1457
2019-01-17,1.1445
2019-01-18,1.1425
2019-01-22,1.1415
2019-01-23,1.1436
2019-01-24,1.1348
2019-01-25,1.1463
2019-01-28,1.1476
2019-01-29,1.1475
2019-01-30,1.1538
2019-01-31,1.1487
2019-02-01,1.1502
2019-02-04,1.1472
2019-02-05,1.1449
2019-02-06,1.1402
2019-02-07,1.1386
2019-02-08,1.1357
2019-02-11,1.1309
2019-02-12,1.1364
2019-02-13,1.1301
2019-02-14,1.1329
2019-02-15,1.1322
2019-02-19,1.1366
2019-02-20,1.1375
2019-02-21,1.1358
2019-02-22,1.1359
2019-02-25,1.1402
2019-02-26,1.1451
2019-02-27,1.1440
2019-02-28,1.1463
2019-03-01,1.1459
2019-03-04,1.1430
2019-03-05,1.1401
2019-03-06,1.1404
2019-03-07,1.1276
2019-03-08,1.1336
2019-03-11,1.1332
2019-03-12,1.1388
2019-03-13,1.1421
2019-03-14,1.1388
2019-03-15,1.1408
2019-03-18,1.1424
2019-03-19,1.1439
2019-03-20,1.1532
2019-03-21,1.1436
2019-03-22,1.1375
2019-03-25,1.1392
2019-03-26,1.1358
2019-03-27,1.1343
2019-03-28,1.1301
2019-03-29,1.1289
2019-04-01,1.1285
2019-04-02,1.1270
2019-04-03,1.1310
2019-04-04,1.1288
2019-04-05,1.1285
2019-04-08,1.1329
2019-04-09,1.1333
2019-04-10,1.1336
2019-04-11,1.1317
2019-04-12,1.1357
2019-04-15,1.1364
2019-04-16,1.1347
2019-04-17,1.1354
2019-04-18,1.1283
2019-04-22,1.1313
2019-04-23,1.1268
2019-04-24,1.1193
2019-04-25,1.1177
2019-04-26,1.1201
2019-04-29,1.1229
2019-04-30,1.1267
2019-05-01,1.1241
2019-05-02,1.1216
2019-05-03,1.1235
2019-05-06,1.1244
2019-05-07,1.1220
2019-05-08,1.1229
2019-05-09,1.1259
2019-05-10,1.1265
2019-05-13,1.1264
2019-05-14,1.1239
2019-05-15,1.1235
2019-05-16,1.1198
2019-05-17,1.1187
2019-05-20,1.1194
2019-05-21,1.1183
2019-05-22,1.1184
2019-05-23,1.1204
2019-05-24,1.1226
2019-05-28,1.1201
2019-05-29,1.1185
2019-05-30,1.1200
2019-05-31,1.1254
2019-06-03,1.1354
2019-06-04,1.1354
2019-06-05,1.1320
2019-06-06,1.1363
2019-06-07,1.1429
2019-06-10,1.1404
2019-06-11,1.1420
2019-06-12,1.1373
2019-06-13,1.1362
2019-06-14,1.1290
2019-06-17,1.1299
2019-06-18,1.1275
2019-06-19,1.1327
2019-06-20,1.1369
2019-06-21,1.1445
2019-06-24,1.1476
2019-06-25,1.1448
2019-06-26,1.1443
2019-06-27,1.1443
2019-06-28,1.1447
2019-07-01,1.1354
2019-07-02,1.1358
2019-07-03,1.1348
2019-07-05,1.1286
2019-07-08,1.1276
2019-07-09,1.1270
2019-07-10,1.1313
2019-07-11,1.1316
2019-07-12,1.1329
2019-07-15,1.1316
2019-07-16,1.1262
2019-07-17,1.1277
2019-07-18,1.1320
2019-07-19,1.1271
2019-07-22,1.1261
2019-07-23,1.1199
2019-07-24,1.1184
2019-07-25,1.1190
2019-07-26,1.1170
2019-07-29,1.1190
2019-07-30,1.1199
2019-07-31,1.1128
2019-08-01,1.1123
2019-08-02,1.1149
2019-08-05,1.1239
2019-08-06,1.1236
2019-08-07,1.1249
2019-08-08,1.1218
2019-08-09,1.1238
2019-08-12,1.1252
2019-08-13,1.1205
2019-08-14,1.1168
2019-08-15,1.1133
2019-08-16,1.1123
2019-08-19,1.1106
2019-08-20,1.1120
2019-08-21,1.1108
2019-08-22,1.1105
2019-08-23,1.1165
2019-08-26,1.1116
2019-08-27,1.1125
2019-08-28,1.1125
2019-08-29,1.1110
2019-08-30,1.1050
2019-09-03,1.1053
2019-09-04,1.1117
2019-09-05,1.1118
2019-09-06,1.1112
2019-09-09,1.1134
2019-09-10,1.1127
2019-09-11,1.1086
2019-09-12,1.1149
2019-09-13,1.1142
2019-09-16,1.1081
2019-09-17,1.1140
2019-09-18,1.1104
2019-09-19,1.1124
2019-09-20,1.1082
2019-09-23,1.1063
2019-09-24,1.1086
2019-09-25,1.1008
2019-09-26,1.0992
2019-09-27,1.1001
2019-09-30,1.0963
2019-10-01,1.0996
2019-10-02,1.1017
2019-10-03,1.1029
2019-10-04,1.1037
2019-10-07,1.1026
2019-10-08,1.1008
2019-10-09,1.1025
2019-10-10,1.1056
2019-10-11,1.1090
2019-10-14,1.1077
2019-10-15,1.1081
2019-10-16,1.1119
2019-10-17,1.1167
2019-10-18,1.1204
2019-10-21,1.1188
2019-10-22,1.1165
2019-10-23,1.1169
2019-10-24,1.1147
2019-10-25,1.1118
2019-10-28,1.1134
2019-10-29,1.1146
2019-10-30,1.1160
2019-10-31,1.1177
2019-11-01,1.1195
2019-11-04,1.1158
2019-11-05,1.1094
2019-11-06,1.1097
2019-11-07,1.1073
2019-11-08,1.1049
2019-11-11,1.1058
2019-11-12,1.1035
2019-11-13,1.1025
2019-11-14,1.1043
2019-11-15,1.1073
2019-11-18,1.1094
2019-11-19,1.1097
2019-11-20,1.1087
2019-11-21,1.1075
2019-11-22,1.1036
2019-11-25,1.1037
2019-11-26,1.1062
2019-11-27,1.1059
2019-11-29,1.1083
2019-12-02,1.1159
2019-12-03,1.1159
2019-12-04,1.1151
2019-12-05,1.1174
2019-12-06,1.1129
2019-12-09,1.1138
2019-12-10,1.1170
2019-12-11,1.1212
2019-12-12,1.1185
2019-12-13,1.1191
2019-12-16,1.1218
2019-12-17,1.1216
2019-12-18,1.1183
2019-12-19,1.1189
2019-12-20,1.1140
2019-12-23,1.1157
2019-12-24,1.1150
2019-12-26,1.1166
2019-12-27,1.1245
2019-12-30,1.1257
2019-12-31,1.1282
2020-01-02,1.1217
2020-01-03,1.1217
2020-01-06,1.1241
2020-01-07,1.1193
2020-01-08,1.1158
2020-01-09,1.1152
2020-01-10,1.1166
2020-01-13,1.1182
2020-01-14,1.1171
2020-01-15,1.1193
2020-01-16,1.1174
2020-01-17,1.1133
2020-01-21,1.1133
2020-01-22,1.1130
2020-01-23,1.1089
2020-01-24,1.1064
2020-01-27,1.1049
2020-01-28,1.1049
2020-01-29,1.1051
2020-01-30,1.1059
2020-01-31,1.1119
2020-02-03,1.1093
2020-02-04,1.1070
2020-02-05,1.1023
2020-02-06,1.1002
2020-02-07,1.0970
2020-02-10,1.0938
2020-02-11,1.0945
2020-02-12,1.0889
2020-02-13,1.0863
2020-02-14,1.0859
2020-02-18,1.0812
2020-02-19,1.0814
2020-02-20,1.0805
2020-02-21,1.0872
2020-02-24,1.0857
2020-02-25,1.0906
2020-02-26,1.0935
2020-02-27,1.1032
2020-02-28,1.1083
2020-03-02,1.1226
2020-03-03,1.1231
2020-03-04,1.1191
2020-03-05,1.1251
2020-03-06,1.1364
2020-03-09,1.1509
2020-03-10,1.1340
2020-03-11,1.1324
2020-03-12,1.1216
2020-03-13,1.1125
2020-03-16,1.1227
2020-03-17,1.1050
2020-03-18,1.0927
2020-03-19,1.0719
2020-03-20,1.0692
2020-03-23,1.0772
2020-03-24,1.0800
2020-03-25,1.0909
2020-03-26,1.1080
2020-03-27,1.1157
2020-03-30,1.1064
2020-03-31,1.1050
2020-04-01,1.0957
2020-04-02,1.0873
2020-04-03,1.0834
2020-04-06,1.0821
2020-04-07,1.0928
2020-04-08,1.0883
2020-04-09,1.0956
2020-04-13,1.0943
2020-04-14,1.1000
2020-04-15,1.0939
2020-04-16,1.0862
2020-04-17,1.0884
2020-04-20,1.0877
2020-04-21,1.0867
2020-04-22,1.0833
2020-04-23,1.0798
2020-04-24,1.0811
2020-04-27,1.0844
2020-04-28,1.0847
2020-04-29,1.0881
2020-04-30,1.0962
2020-05-01,1.0987
2020-05-04,1.0915
2020-05-05,1.0860
2020-05-06,1.0813
2020-05-07,1.0835
2020-05-08,1.0850
2020-05-11,1.0817
2020-05-12,1.0861
2020-05-13,1.0822
2020-05-14,1.0789
2020-05-15,1.0820
2020-05-18,1.0920
2020-05-19,1.0952
2020-05-20,1.0992
2020-05-21,1.0961
2020-05-22,1.0892
2020-05-26,1.1002
2020-05-27,1.1003
2020-05-28,1.1106
2020-05-29,1.1119
2020-06-01,1.1158
2020-06-02,1.1198
2020-06-03,1.1264
2020-06-04,1.1375
2020-06-05,1.1319
2020-06-08,1.1330
2020-06-09,1.1371
2020-06-10,1.1418
2020-06-11,1.1325
2020-06-12,1.1255
2020-06-15,1.1341
2020-06-16,1.1296
2020-06-17,1.1254
2020-06-18,1.1231
2020-06-19,1.1208
2020-06-22,1.1282
2020-06-23,1.1333
2020-06-24,1.1280
2020-06-25,1.1236
2020-06-26,1.1247
2020-06-29,1.1254
2020-06-30,1.1254
2020-07-01,1.1264
2020-07-02,1.1246
2020-07-06,1.1334
2020-07-07,1.1304
2020-07-08,1.1353
2020-07-09,1.1313
2020-07-10,1.1316
2020-07-13,1.1370
2020-07-14,1.1410
2020-07-15,1.1422
2020-07-16,1.1393
2020-07-17,1.1452
2020-07-20,1.1456
2020-07-21,1.1545
2020-07-22,1.1583
2020-07-23,1.1622
2020-07-24,1.1650
2020-07-27,1.1764
2020-07-28,1.1736
2020-07-29,1.1778
2020-07-30,1.1848
2020-07-31,1.1800
2020-08-03,1.1771
2020-08-04,1.1792
2020-08-05,1.1871
2020-08-06,1.1884
2020-08-07,1.1791
2020-08-10,1.1753
2020-08-11,1.1754
2020-08-12,1.1793
2020-08-13,1.1807
2020-08-14,1.1845
2020-08-17,1.1873
2020-08-18,1.1945
2020-08-19,1.1862
2020-08-20,1.1858
2020-08-21,1.1794
2020-08-24,1.1798
2020-08-25,1.1838
2020-08-26,1.1824
2020-08-27,1.1837
2020-08-28,1.1908
2020-08-31,1.1958
2020-09-01,1.1936
2020-09-02,1.1852
2020-09-03,1.1882
2020-09-04,1.1877
2020-09-08,1.1807
2020-09-09,1.1833
2020-09-10,1.1850
2020-09-11,1.1855
2020-09-14,1.1889
2020-09-15,1.1877
2020-09-16,1.1821
2020-09-17,1.1861
2020-09-18,1.1874
2020-09-21,1.1776
2020-09-22,1.1726
2020-09-23,1.1678
2020-09-24,1.1686
2020-09-25,1.1642
2020-09-28,1.1683
2020-09-29,1.1756
2020-09-30,1.1736
2020-10-01,1.1764
2020-10-02,1.1730
2020-10-05,1.1793
2020-10-06,1.1770
2020-10-07,1.1784
2020-10-08,1.1773
2020-10-09,1.1841
2020-10-12,1.1825
2020-10-13,1.1760
2020-10-14,1.1766
2020-10-15,1.1712
2020-10-16,1.1733
2020-10-19,1.1782
2020-10-20,1.1840
2020-10-21,1.1875
2020-10-22,1.1831
2020-10-23,1.1872
2020-10-26,1.1826
2020-10-27,1.1825
2020-10-28,1.1763
2020-10-29,1.1682
2020-10-30,1.1655
2020-11-02,1.1642
2020-11-03,1.1717
2020-11-04,1.1735
2020-11-05,1.1848
2020-11-06,1.1892
2020-11-09,1.1841
2020-11-10,1.1822
2020-11-11,1.1783
2020-11-12,1.1815
2020-11-13,1.1841
2020-11-16,1.1850
2020-11-17,1.1872
2020-11-18,1.1870
2020-11-19,1.1882
2020-11-20,1.1864
2020-11-23,1.1848
2020-11-24,1.1893
2020-11-25,1.1933
2020-11-27,1.1978
2020-11-30,1.1974
2020-12-01,1.2081
2020-12-02,1.2131
2020-12-03,1.2174
2020-12-04,1.2170
2020-12-07,1.2152
2020-12-08,1.2138
2020-12-09,1.2104
2020-12-10,1.2164
2020-12-11,1.2143
2020-12-14,1.2176
2020-12-15,1.2187
2020-12-16,1.2194
2020-12-17,1.2294
2020-12-18,1.2272
2020-12-21,1.2280
2020-12-22,1.2194
2020-12-23,1.2209
2020-12-24,1.2211
2020-12-28,1.2233
2020-12-29,1.2277
2020-12-30,1.2309
2020-12-31,1.2246
2021-01-04,1.2271
2021-01-05,1.2322
2021-01-06,1.2327
2021-01-07,1.2285
2021-01-08,1.2233
2021-01-11,1.2179
2021-01-12,1.2217
2021-01-13,1.2171
2021-01-14,1.2171
2021-01-15,1.2093
2021-01-19,1.2141
2021-01-20,1.2122
2021-01-21,1.2173
2021-01-22,1.2181
2021-01-25,1.2152
2021-01-26,1.2178
2021-01-27,1.2113
2021-01-28,1.2144
2021-01-29,1.2143
2021-02-01,1.2078
2021-02-02,1.2031
2021-02-03,1.2036
2021-02-04,1.1976
2021-02-05,1.2053
2021-02-08,1.2065
2021-02-09,1.2126
2021-02-10,1.2137
2021-02-11,1.2138
2021-02-12,1.2123
2021-02-16,1.2122
2021-02-17,1.2043
2021-02-18,1.2092
2021-02-19,1.2122
2021-02-22,1.2173
2021-02-23,1.2153
2021-02-24,1.2162
2021-02-25,1.2203
2021-02-26,1.2101
2021-03-01,1.2075
2021-03-02,1.2112
2021-03-03,1.2093
2021-03-04,1.1992
2021-03-05,1.1940
2021-03-08,1.1883
2021-03-09,1.1926
2021-03-10,1.1947
2021-03-11,1.2007
2021-03-12,1.1973
2021-03-15,1.1949
2021-03-16,1.1927
2021-03-17,1.2001
2021-03-18,1.1936
2021-03-19,1.1930
2021-03-22,1.1964
2021-03-23,1.1873
2021-03-24,1.1843
2021-03-25,1.1796
2021-03-26,1.1810
2021-03-29,1.1783
2021-03-30,1.1736
2021-03-31,1.1742
2021-04-01,1.1789
2021-04-02,1.1775
2021-04-05,1.1829
2021-04-06,1.1888
2021-04-07,1.1883
2021-04-08,1.1933
2021-04-09,1.1919
2021-04-12,1.1921
2021-04-13,1.1962
2021-04-14,1.1986
2021-04-15,1.1989
2021-04-16,1.1993
2021-04-19,1.2053
2021-04-20,1.2044
2021-04-21,1.2043
2021-04-22,1.2020
2021-04-23,1.2105
2021-04-26,1.2105
2021-04-27,1.2099
2021-04-28,1.2137
2021-04-29,1.2136
2021-04-30,1.2033
2021-05-03,1.2077
2021-05-04,1.2022
2021-05-05,1.2009
2021-05-06,1.2064
2021-05-07,1.2174
2021-05-10,1.2154
2021-05-11,1.2160
2021-05-12,1.2088
2021-05-13,1.2084
2021-05-14,1.2150
2021-05-17,1.2166
2021-05-18,1.2236
2021-05-19,1.2179
2021-05-20,1.2225
2021-05-21,1.2187
2021-05-24,1.2218
2021-05-25,1.2265
2021-05-26,1.2206
2021-05-27,1.2215
2021-05-28,1.2222
2021-06-01,1.2253
2021-06-02,1.2236
2021-06-03,1.2149
2021-06-04,1.2189
2021-06-07,1.2219
2021-06-08,1.2203
2021-06-09,1.2203
2021-06-10,1.2194
2021-06-11,1.2124
2021-06-14,1.2140
2021-06-15,1.2147
2021-06-16,1.2039
2021-06-17,1.1931
2021-06-18,1.1892
2021-06-21,1.1930
2021-06-22,1.1956
2021-06-23,1.1949
2021-06-24,1.1950
2021-06-25,1.1950
2021-06-28,1.1942
2021-06-29,1.1920
2021-06-30,1.1865
2021-07-01,1.1858
2021-07-02,1.1861
2021-07-06,1.1840
2021-07-07,1.1822
2021-07-08,1.1855
2021-07-09,1.1892
2021-07-12,1.1873
2021-07-13,1.1796
2021-07-14,1.1844
2021-07-15,1.1821
2021-07-16,1.1822
2021-07-19,1.1804
2021-07-20,1.1795
2021-07-21,1.1813
2021-07-22,1.1783
2021-07-23,1.1783
2021-07-26,1.1813
2021-07-27,1.1834
2021-07-28,1.1850
2021-07-29,1.1901
2021-07-30,1.1866
2021-08-02,1.1883
2021-08-03,1.1872
2021-08-04,1.1848
2021-08-05,1.1845
2021-08-06,1.1766
2021-08-09,1.1749
2021-08-10,1.1730
2021-08-11,1.1746
2021-08-12,1.1737
2021-08-13,1.1802
2021-08-16,1.1782
2021-08-17,1.1717
2021-08-18,1.1718
2021-08-19,1.1681
2021-08-20,1.1702
2021-08-23,1.1753
2021-08-24,1.1760
2021-08-25,1.1776
2021-08-26,1.1759
2021-08-27,1.1806
2021-08-30,1.1820
2021-08-31,1.1832
2021-09-01,1.1870
2021-09-02,1.1898
2021-09-03,1.1914
2021-09-06,1.1914
2021-09-07,1.1868
2021-09-08,1.1847
2021-09-09,1.1852
2021-09-10,1.1836
2021-09-13,1.1825
2021-09-14,1.1829
2021-09-15,1.1828
2021-09-16,1.1774
2021-09-17,1.1749
2021-09-20,1.1744
2021-09-21,1.1745
2021-09-22,1.1712
2021-09-23,1.1765
2021-09-24,1.1734
2021-09-27,1.1717
2021-09-28,1.1695
2021-09-29,1.1618
2021-09-30,1.1600
2021-10-01,1.1613
2021-10-04,1.1640
2021-10-05,1.1613
2021-10-06,1.1565
2021-10-07,1.1566
2021-10-08,1.1591
2021-10-11,1.1574
2021-10-12,1.1544
2021-10-13,1.1603
2021-10-14,1.1612
2021-10-15,1.1619
2021-10-18,1.1623
2021-10-19,1.1652
2021-10-20,1.1668
2021-10-21,1.1635
2021-10-22,1.1648
2021-10-25,1.1624
2021-10-26,1.1608
2021-10-27,1.1620
2021-10-28,1.1695
2021-10-29,1.1569
2021-11-01,1.1616
2021-11-02,1.1591
2021-11-03,1.1620
2021-11-04,1.1561
2021-11-05,1.1558
2021-11-08,1.1597
2021-11-09,1.1602
2021-11-10,1.1491
2021-11-11,1.1452
2021-11-12,1.1450
2021-11-15,1.1391
2021-11-16,1.1322
2021-11-17,1.1320
2021-11-18,1.1376
2021-11-19,1.1294
2021-11-22,1.1236
2021-11-23,1.1254
2021-11-24,1.1208
